,0,1,2
106,0.15863497,0.17862497,0.10509031
107,0.2113943,0.15863497,0.17862497
108,0.23531092,0.2113943,0.15863497
109,0.26536732,0.23531092,0.2113943
110,0.28857,0.26536732,0.23531092
111,0.28699936,0.28857,0.26536732
112,0.19754409,0.28699936,0.28857
113,0.13993003,0.19754409,0.28699936
114,0.15428,0.13993003,0.19754409
115,0.16163347,0.15428,0.13993003
116,0.17526951,0.16163347,0.15428
117,0.13171985,0.17526951,0.16163347
118,0.11901192,0.13171985,0.17526951
119,0.11886914,0.11901192,0.13171985
120,0.13107732,0.11886914,0.11901192
121,0.09238238,0.13107732,0.11886914
122,0.079745841,0.09238238,0.13107732
123,0.096451774,0.079745841,0.09238238
124,0.067751838,0.096451774,0.079745841
125,0.050617548,0.067751838,0.096451774
126,0.044549154,0.050617548,0.067751838
127,0.043049904,0.044549154,0.050617548
128,0.040765332,0.043049904,0.044549154
129,0.038837724,0.040765332,0.043049904
130,0.03898051,0.038837724,0.040765332
131,0.042121796,0.03898051,0.038837724
132,0.040551153,0.042121796,0.03898051
133,0.03848076,0.040551153,0.042121796
134,0.035982009,0.03848076,0.040551153
135,0.033483258,0.035982009,0.03848076
136,0.031341472,0.033483258,0.035982009
137,0.02855715,0.031341472,0.033483258
138,0.026201185,0.02855715,0.031341472
139,0.023416863,0.026201185,0.02855715
140,0.019918612,0.023416863,0.026201185
141,0.017062897,0.019918612,0.023416863
142,0.016420361,0.017062897,0.019918612
143,0.016420361,0.016420361,0.017062897
144,0.017277076,0.016420361,0.016420361
145,0.024487756,0.017277076,0.016420361
146,0.027843221,0.024487756,0.017277076
147,0.049689441,0.027843221,0.024487756
148,0.068894124,0.049689441,0.027843221
149,0.046905119,0.068894124,0.049689441
150,0.05340187,0.046905119,0.068894124
151,0.090954523,0.05340187,0.046905119
152,0.090311987,0.090954523,0.05340187
153,0.084386378,0.090311987,0.090954523
154,0.12158207,0.084386378,0.090311987
155,0.1312201,0.12158207,0.084386378
156,0.20247019,0.1312201,0.12158207
157,0.1051617,0.20247019,0.1312201
158,0.24980367,0.1051617,0.20247019
159,0.27029342,0.24980367,0.1051617
160,0.28864139,0.27029342,0.24980367
161,0.3056329,0.28864139,0.27029342
162,0.32319555,0.3056329,0.28864139
163,0.26636682,0.32319555,0.3056329
164,0.14792604,0.26636682,0.32319555
165,0.10680374,0.14792604,0.26636682
166,0.089312487,0.10680374,0.14792604
167,0.095380881,0.089312487,0.10680374
168,0.11529949,0.095380881,0.089312487
169,0.10287713,0.11529949,0.095380881
170,0.081887628,0.10287713,0.11529949
171,0.064253587,0.081887628,0.10287713
172,0.057542657,0.064253587,0.081887628
173,0.04419219,0.057542657,0.064253587
174,0.041764832,0.04419219,0.057542657
175,0.087027915,0.041764832,0.04419219
176,0.070464768,0.087027915,0.041764832
177,0.072535161,0.070464768,0.087027915
178,0.053901621,0.072535161,0.070464768
179,0.041407867,0.053901621,0.072535161
180,0.033840223,0.041407867,0.053901621
181,0.029699436,0.033840223,0.041407867
182,0.026129792,0.029699436,0.033840223
183,0.024630542,0.026129792,0.029699436
184,0.025701435,0.024630542,0.026129792
185,0.023702434,0.025701435,0.024630542
186,0.022631541,0.023702434,0.025701435
187,0.021774827,0.022631541,0.023702434
188,0.020346969,0.021774827,0.022631541
189,0.018776326,0.020346969,0.021774827
190,0.017491254,0.018776326,0.020346969
191,0.015706432,0.017491254,0.018776326
192,0.01342186,0.015706432,0.017491254
193,0.011208681,0.01342186,0.015706432
194,0.0096380381,0.011208681,0.01342186
195,0.010566145,0.0096380381,0.011208681
196,0.010137788,0.010566145,0.0096380381
197,0.016491754,0.010137788,0.010566145
198,0.026486757,0.016491754,0.010137788
199,0.014278575,0.026486757,0.016491754
200,0.0092096809,0.014278575,0.026486757
201,0.01142286,0.0092096809,0.014278575
202,0.010280574,0.01142286,0.0092096809
203,0.011137288,0.010280574,0.01142286
204,0.016063397,0.011137288,0.010280574
205,0.03326908,0.016063397,0.011137288
206,0.071535661,0.03326908,0.016063397
207,0.056043407,0.071535661,0.03326908
208,0.038909117,0.056043407,0.071535661
209,0.037981009,0.038909117,0.056043407
210,0.1052331,0.037981009,0.038909117
211,0.1612765,0.1052331,0.037981009
212,0.20061398,0.1612765,0.1052331
213,0.24958949,0.20061398,0.1612765
214,0.25144571,0.24958949,0.20061398
215,0.20182766,0.25144571,0.24958949
216,0.20289855,0.20182766,0.25144571
217,0.2294567,0.20289855,0.20182766
218,0.25037481,0.2294567,0.20289855
219,0.27643321,0.25037481,0.2294567
220,0.29042622,0.27643321,0.25037481
221,0.26336832,0.29042622,0.27643321
222,0.21682016,0.26336832,0.29042622
223,0.15706432,0.21682016,0.26336832
224,0.19347469,0.15706432,0.21682016
225,0.21103734,0.19347469,0.15706432
226,0.22988506,0.21103734,0.19347469
227,0.23473977,0.22988506,0.21103734
228,0.21260798,0.23473977,0.22988506
229,0.20561148,0.21260798,0.23473977
230,0.15984865,0.20561148,0.21260798
231,0.10980224,0.15984865,0.20561148
232,0.089169701,0.10980224,0.15984865
233,0.085742843,0.089169701,0.10980224
234,0.072535161,0.085742843,0.089169701
235,0.06382523,0.072535161,0.085742843
236,0.058399372,0.06382523,0.072535161
237,0.056900121,0.058399372,0.06382523
238,0.052545156,0.056900121,0.058399372
239,0.048261583,0.052545156,0.056900121
240,0.045120297,0.048261583,0.052545156
241,0.038337974,0.045120297,0.048261583
242,0.031698436,0.038337974,0.045120297
243,0.029985007,0.031698436,0.038337974
244,0.027629043,0.029985007,0.031698436
245,0.025558649,0.027629043,0.029985007
246,0.023631042,0.025558649,0.027629043
247,0.021703434,0.023631042,0.025558649
248,0.019561648,0.021703434,0.023631042
249,0.017277076,0.019561648,0.021703434
250,0.021917613,0.017277076,0.019561648
251,0.020918112,0.021917613,0.017277076
252,0.02755765,0.020918112,0.021917613
253,0.027986007,0.02755765,0.020918112
254,0.028771329,0.027986007,0.02755765
255,0.02434497,0.028771329,0.027986007
256,0.038337974,0.02434497,0.028771329
257,0.034982509,0.038337974,0.02434497
258,0.031412865,0.034982509,0.038337974
259,0.05240237,0.031412865,0.034982509
260,0.1232955,0.05240237,0.031412865
261,0.10837438,0.1232955,0.05240237
262,0.1763404,0.10837438,0.1232955
263,0.10530449,0.1763404,0.10837438
264,0.15513672,0.10530449,0.1763404
265,0.11073035,0.15513672,0.10530449
266,0.09559506,0.11073035,0.15513672
267,0.080245591,0.09559506,0.11073035
268,0.1232955,0.080245591,0.09559506
269,0.083958021,0.1232955,0.080245591
270,0.073034911,0.083958021,0.1232955
271,0.16056258,0.073034911,0.083958021
272,0.15249518,0.16056258,0.073034911
273,0.17205683,0.15249518,0.16056258
274,0.24202185,0.17205683,0.15249518
275,0.23895195,0.24202185,0.17205683
276,0.19497394,0.23895195,0.24202185
277,0.10030699,0.19497394,0.23895195
278,0.12607982,0.10030699,0.19497394
279,0.10687513,0.12607982,0.10030699
280,0.077961019,0.10687513,0.12607982
281,0.10102092,0.077961019,0.10687513
282,0.10973085,0.10102092,0.077961019
283,0.080388377,0.10973085,0.10102092
284,0.060683944,0.080388377,0.10973085
285,0.049832227,0.060683944,0.080388377
286,0.04419219,0.049832227,0.060683944
287,0.040693939,0.04419219,0.049832227
288,0.036767331,0.040693939,0.04419219
289,0.033697437,0.036767331,0.040693939
290,0.033554651,0.033697437,0.036767331
291,0.031698436,0.033554651,0.033697437
292,0.029628043,0.031698436,0.033554651
293,0.027200685,0.029628043,0.031698436
294,0.024701935,0.027200685,0.029628043
295,0.02284572,0.024701935,0.027200685
296,0.021060898,0.02284572,0.024701935
297,0.018347969,0.021060898,0.02284572
298,0.017205683,0.018347969,0.021060898
299,0.015706432,0.017205683,0.018347969
300,0.015992004,0.015706432,0.017205683
301,0.020918112,0.015992004,0.015706432
302,0.014492754,0.020918112,0.015992004
303,0.014564146,0.014492754,0.020918112
304,0.020775327,0.014564146,0.014492754
305,0.015492254,0.020775327,0.014564146
306,0.014849718,0.015492254,0.020775327
307,0.030627543,0.014849718,0.015492254
308,0.024773328,0.030627543,0.014849718
309,0.039266081,0.024773328,0.030627543
310,0.094452774,0.039266081,0.024773328
311,0.10180624,0.094452774,0.039266081
312,0.10530449,0.10180624,0.094452774
313,0.099735846,0.10530449,0.10180624
314,0.082672949,0.099735846,0.10530449
315,0.15249518,0.082672949,0.099735846
316,0.10537588,0.15249518,0.082672949
317,0.18719212,0.10537588,0.15249518
318,0.20982366,0.18719212,0.10537588
319,0.21996145,0.20982366,0.18719212
320,0.22153209,0.21996145,0.20982366
321,0.23595345,0.22153209,0.21996145
322,0.22460198,0.23595345,0.22153209
323,0.2424502,0.22460198,0.23595345
324,0.26165489,0.2424502,0.22460198
325,0.27571928,0.26165489,0.2424502
326,0.26472478,0.27571928,0.26165489
327,0.16841579,0.26472478,0.27571928
328,0.11172985,0.16841579,0.26472478
329,0.097237096,0.11172985,0.16841579
330,0.17441279,0.097237096,0.11172985
331,0.17198544,0.17441279,0.097237096
332,0.11008781,0.17198544,0.17441279
333,0.081744842,0.11008781,0.17198544
334,0.077675448,0.081744842,0.11008781
335,0.10366245,0.077675448,0.081744842
336,0.13107732,0.10366245,0.077675448
337,0.086242593,0.13107732,0.10366245
338,0.061183694,0.086242593,0.13107732
339,0.052045406,0.061183694,0.086242593
340,0.046762333,0.052045406,0.061183694
341,0.044406368,0.046762333,0.052045406
342,0.041622046,0.044406368,0.046762333
343,0.045620047,0.041622046,0.044406368
344,0.03998001,0.045620047,0.041622046
345,0.035910616,0.03998001,0.045620047
346,0.03326908,0.035910616,0.03998001
347,0.031841222,0.03326908,0.035910616
348,0.029985007,0.031841222,0.03326908
349,0.028628543,0.029985007,0.031841222
350,0.027843221,0.028628543,0.029985007
351,0.025415863,0.027843221,0.028628543
352,0.02434497,0.025415863,0.027843221
353,0.023916613,0.02434497,0.025415863
354,0.020703934,0.023916613,0.02434497
355,0.017348469,0.020703934,0.023916613
356,0.013493253,0.017348469,0.020703934
357,0.015563647,0.013493253,0.017348469
358,0.017991004,0.015563647,0.013493253
359,0.022560148,0.017991004,0.015563647
360,0.038195188,0.022560148,0.017991004
361,0.06703791,0.038195188,0.022560148
362,0.10073535,0.06703791,0.038195188
363,0.11251517,0.10073535,0.06703791
364,0.13778825,0.11251517,0.10073535
365,0.16320411,0.13778825,0.11251517
366,0.19675876,0.16320411,0.13778825
367,0.20168487,0.19675876,0.16320411
368,0.22595845,0.20168487,0.19675876
369,0.10544728,0.22595845,0.20168487
370,0.25672878,0.10544728,0.22595845
371,0.27172128,0.25672878,0.10544728
372,0.28621404,0.27172128,0.25672878
373,0.30177768,0.28621404,0.27172128
374,0.28899836,0.30177768,0.28621404
375,0.20075676,0.28899836,0.30177768
376,0.12707932,0.20075676,0.28899836
377,0.12015421,0.12707932,0.20075676
378,0.17555508,0.12015421,0.12707932
379,0.19747269,0.17555508,0.12015421
380,0.18148069,0.19747269,0.17555508
381,0.14514171,0.18148069,0.19747269
382,0.10437638,0.14514171,0.18148069
383,0.094309988,0.10437638,0.14514171
384,0.086028414,0.094309988,0.10437638
385,0.069393874,0.086028414,0.094309988
386,0.077532662,0.069393874,0.086028414
387,0.060969515,0.077532662,0.069393874
388,0.044906118,0.060969515,0.077532662
389,0.042550153,0.044906118,0.060969515
390,0.037124295,0.042550153,0.044906118
391,0.038195188,0.037124295,0.042550153
392,0.048475762,0.038195188,0.037124295
393,0.041407867,0.048475762,0.038195188
394,0.033697437,0.041407867,0.048475762
395,0.031412865,0.033697437,0.041407867
396,0.030770329,0.031412865,0.033697437
397,0.027414864,0.030770329,0.031412865
398,0.026486757,0.027414864,0.030770329
399,0.024273577,0.026486757,0.027414864
400,0.023059899,0.024273577,0.026486757
401,0.021917613,0.023059899,0.024273577
402,0.020561148,0.021917613,0.023059899
403,0.018776326,0.020561148,0.021917613
404,0.023131291,0.018776326,0.020561148
405,0.019847219,0.023131291,0.018776326
406,0.015777825,0.019847219,0.023131291
407,0.014349968,0.015777825,0.019847219
408,0.016348968,0.014349968,0.015777825
409,0.013993003,0.016348968,0.014349968
410,0.0089241094,0.013993003,0.016348968
411,0.0082101806,0.0089241094,0.013993003
412,0.013064896,0.0082101806,0.0089241094
413,0.026129792,0.013064896,0.0082101806
414,0.030413365,0.026129792,0.013064896
415,0.022488756,0.030413365,0.026129792
416,0.035196687,0.022488756,0.030413365
417,0.088812736,0.035196687,0.022488756
418,0.048689941,0.088812736,0.035196687
419,0.059041908,0.048689941,0.088812736
420,0.138288,0.059041908,0.048689941
421,0.14464196,0.138288,0.059041908
422,0.10551867,0.14464196,0.138288
423,0.1523524,0.10551867,0.14464196
424,0.1903334,0.1523524,0.10551867
425,0.20896695,0.1903334,0.1523524
426,0.20468337,0.20896695,0.1903334
427,0.19418862,0.20468337,0.20896695
428,0.21831941,0.19418862,0.20468337
429,0.23509674,0.21831941,0.19418862
430,0.24944671,0.23509674,0.21831941
431,0.28914114,0.24944671,0.23509674
432,0.3236239,0.28914114,0.24944671
433,0.23959449,0.3236239,0.28914114
434,0.13200543,0.23959449,0.3236239
435,0.09659456,0.13200543,0.23959449
436,0.077604055,0.09659456,0.13200543
437,0.074676947,0.077604055,0.09659456
438,0.067466267,0.074676947,0.077604055
439,0.054686942,0.067466267,0.074676947
440,0.047619048,0.054686942,0.067466267
441,0.046833726,0.047619048,0.054686942
442,0.041764832,0.046833726,0.047619048
443,0.037838224,0.041764832,0.046833726
444,0.036624545,0.037838224,0.041764832
445,0.029413864,0.036624545,0.037838224
446,0.026986507,0.029413864,0.036624545
447,0.024416363,0.026986507,0.029413864
448,0.022774327,0.024416363,0.026986507
449,0.023773827,0.022774327,0.024416363
450,0.022631541,0.023773827,0.022774327
451,0.02184622,0.022631541,0.023773827
452,0.020918112,0.02184622,0.022631541
453,0.021132291,0.020918112,0.02184622
454,0.022203184,0.021132291,0.020918112
455,0.022203184,0.022203184,0.021132291
456,0.019418862,0.022203184,0.022203184
457,0.018062397,0.019418862,0.022203184
458,0.018562147,0.018062397,0.019418862
459,0.017348469,0.018562147,0.018062397
460,0.016063397,0.017348469,0.018562147
461,0.014706932,0.016063397,0.017348469
462,0.01663454,0.014706932,0.016063397
463,0.023702434,0.01663454,0.014706932
464,0.059613051,0.023702434,0.01663454
465,0.054044406,0.059613051,0.023702434
466,0.018490755,0.054044406,0.059613051
467,0.0089955022,0.018490755,0.054044406
468,0.0094238595,0.0089955022,0.018490755
469,0.009138288,0.0094238595,0.0089955022
470,0.029128293,0.009138288,0.0094238595
471,0.049261084,0.029128293,0.009138288
472,0.073963018,0.049261084,0.029128293
473,0.042764332,0.073963018,0.049261084
474,0.041336475,0.042764332,0.073963018
475,0.10559006,0.041336475,0.042764332
476,0.10094953,0.10559006,0.041336475
477,0.14007282,0.10094953,0.10559006
478,0.13593203,0.14007282,0.10094953
479,0.12943528,0.13593203,0.14007282
480,0.12308132,0.12943528,0.13593203
481,0.20175626,0.12308132,0.12943528
482,0.2314557,0.20175626,0.12308132
483,0.24195045,0.2314557,0.20175626
484,0.25537231,0.24195045,0.2314557
485,0.25822803,0.25537231,0.24195045
486,0.24937531,0.25822803,0.25537231
487,0.25915614,0.24937531,0.25822803
488,0.28550011,0.25915614,0.24937531
489,0.30913115,0.28550011,0.25915614
490,0.25365888,0.30913115,0.28550011
491,0.15106732,0.25365888,0.30913115
492,0.11272935,0.15106732,0.25365888
493,0.093310488,0.11272935,0.15106732
494,0.07624759,0.093310488,0.11272935
495,0.07003641,0.07624759,0.093310488
496,0.061469265,0.07003641,0.07624759
497,0.05290212,0.061469265,0.07003641
498,0.051117298,0.05290212,0.061469265
499,0.04519169,0.051117298,0.05290212
500,0.042550153,0.04519169,0.051117298
501,0.038623545,0.042550153,0.04519169
502,0.037409866,0.038623545,0.042550153
503,0.035625045,0.037409866,0.038623545
504,0.033197687,0.035625045,0.037409866
505,0.031555651,0.033197687,0.035625045
506,0.031270079,0.031555651,0.033197687
507,0.030341972,0.031270079,0.031555651
508,0.0290569,0.030341972,0.031270079
509,0.026629542,0.0290569,0.030341972
510,0.020632541,0.026629542,0.0290569
511,0.017562647,0.020632541,0.026629542
512,0.015777825,0.017562647,0.020632541
513,0.013850218,0.015777825,0.017562647
514,0.013993003,0.013850218,0.015777825
515,0.013207682,0.013993003,0.013850218
516,0.019490255,0.013207682,0.013993003
517,0.021203684,0.019490255,0.013207682
518,0.014492754,0.021203684,0.019490255
519,0.015278075,0.014492754,0.021203684
520,0.02334547,0.015278075,0.014492754
521,0.070179196,0.02334547,0.015278075
522,0.086313986,0.070179196,0.02334547
523,0.1783394,0.086313986,0.070179196
524,0.20332691,0.1783394,0.086313986
525,0.19990005,0.20332691,0.1783394
526,0.12579425,0.19990005,0.20332691
527,0.077104305,0.12579425,0.19990005
528,0.10566145,0.077104305,0.12579425
529,0.17669737,0.10566145,0.077104305
530,0.22395945,0.17669737,0.10566145
531,0.23181267,0.22395945,0.17669737
532,0.20711073,0.23181267,0.22395945
533,0.22338831,0.20711073,0.23181267
534,0.23552509,0.22338831,0.20711073
535,0.20689655,0.23552509,0.22338831
536,0.12215321,0.20689655,0.23552509
537,0.10273435,0.12215321,0.20689655
538,0.16648818,0.10273435,0.12215321
539,0.25108874,0.16648818,0.10273435
540,0.21632041,0.25108874,0.16648818
541,0.20389805,0.21632041,0.25108874
542,0.18676376,0.20389805,0.21632041
543,0.21132291,0.18676376,0.20389805
544,0.26036982,0.21132291,0.18676376
545,0.27821803,0.26036982,0.21132291
546,0.18719212,0.27821803,0.26036982
547,0.11130149,0.18719212,0.27821803
548,0.085028914,0.11130149,0.18719212
549,0.066680945,0.085028914,0.11130149
550,0.061397872,0.066680945,0.085028914
551,0.058042407,0.061397872,0.066680945
552,0.055829228,0.058042407,0.061397872
553,0.053473263,0.055829228,0.058042407
554,0.048547155,0.053473263,0.055829228
555,0.048118798,0.048547155,0.053473263
556,0.045120297,0.048118798,0.048547155
557,0.042692939,0.045120297,0.048118798
558,0.046548154,0.042692939,0.045120297
559,0.04519169,0.046548154,0.042692939
560,0.045263083,0.04519169,0.046548154
561,0.038195188,0.045263083,0.04519169
562,0.032983508,0.038195188,0.045263083
563,0.029770829,0.032983508,0.038195188
564,0.024701935,0.029770829,0.032983508
565,0.02234597,0.024701935,0.029770829
566,0.021917613,0.02234597,0.024701935
567,0.026843721,0.021917613,0.02234597
568,0.025701435,0.026843721,0.021917613
569,0.023059899,0.025701435,0.026843721
570,0.027343471,0.023059899,0.025701435
571,0.030341972,0.027343471,0.023059899
572,0.065181695,0.030341972,0.027343471
573,0.053830228,0.065181695,0.030341972
574,0.044477761,0.053830228,0.065181695
575,0.071178696,0.044477761,0.053830228
576,0.068608553,0.071178696,0.044477761
577,0.041764832,0.068608553,0.071178696
578,0.048904119,0.041764832,0.068608553
579,0.13850218,0.048904119,0.041764832
580,0.098950525,0.13850218,0.048904119
581,0.10573285,0.098950525,0.13850218
582,0.13650318,0.10573285,0.098950525
583,0.18826301,0.13650318,0.10573285
584,0.21375027,0.18826301,0.13650318
585,0.23916613,0.21375027,0.18826301
586,0.25644321,0.23916613,0.21375027
587,0.2525166,0.25644321,0.23916613
588,0.18062397,0.2525166,0.25644321
589,0.12443778,0.18062397,0.2525166
590,0.18626401,0.12443778,0.18062397
591,0.25280217,0.18626401,0.12443778
592,0.27214964,0.25280217,0.18626401
593,0.28292996,0.27214964,0.25280217
594,0.28228743,0.28292996,0.27214964
595,0.1934033,0.28228743,0.28292996
596,0.12815021,0.1934033,0.28228743
597,0.10865996,0.12815021,0.1934033
598,0.1032341,0.10865996,0.12815021
599,0.13893053,0.1032341,0.10865996
600,0.10102092,0.13893053,0.1032341
601,0.076390376,0.10102092,0.13893053
602,0.067966017,0.076390376,0.10102092
603,0.061683444,0.067966017,0.076390376
604,0.056900121,0.061683444,0.067966017
605,0.053830228,0.056900121,0.061683444
606,0.049046905,0.053830228,0.056900121
607,0.046762333,0.049046905,0.053830228
608,0.044549154,0.046762333,0.049046905
609,0.041550653,0.044549154,0.046762333
610,0.040122796,0.041550653,0.044549154
611,0.036981509,0.040122796,0.041550653
612,0.036053402,0.036981509,0.040122796
613,0.033983008,0.036053402,0.036981509
614,0.030913115,0.033983008,0.036053402
615,0.028842721,0.030913115,0.033983008
616,0.027343471,0.028842721,0.030913115
617,0.024773328,0.027343471,0.028842721
618,0.02334547,0.024773328,0.027343471
619,0.024202185,0.02334547,0.024773328
620,0.030484758,0.024202185,0.02334547
621,0.034625544,0.030484758,0.024202185
622,0.049832227,0.034625544,0.030484758
623,0.045977011,0.049832227,0.034625544
624,0.041550653,0.045977011,0.049832227
625,0.039337474,0.041550653,0.045977011
626,0.043549654,0.039337474,0.041550653
627,0.11194403,0.043549654,0.039337474
628,0.096808738,0.11194403,0.043549654
629,0.16356108,0.096808738,0.11194403
630,0.21153709,0.16356108,0.096808738
631,0.23509674,0.21153709,0.16356108
632,0.26929392,0.23509674,0.21153709
633,0.28906975,0.26929392,0.23509674
634,0.10580424,0.28906975,0.26929392
635,0.22353109,0.10580424,0.28906975
636,0.22460198,0.22353109,0.10580424
637,0.23559649,0.22460198,0.22353109
638,0.24673378,0.23559649,0.22460198
639,0.2995645,0.24673378,0.23559649
640,0.38145213,0.2995645,0.24673378
641,0.49746555,0.38145213,0.2995645
642,0.54365674,0.49746555,0.38145213
643,0.53066324,0.54365674,0.49746555
644,0.48839866,0.53066324,0.54365674
645,0.41022346,0.48839866,0.53066324
646,0.33754551,0.41022346,0.48839866
647,0.31826944,0.33754551,0.41022346
648,0.31084458,0.31826944,0.33754551
649,0.27407725,0.31084458,0.31826944
650,0.21760548,0.27407725,0.31084458
651,0.16527451,0.21760548,0.27407725
652,0.14792604,0.16527451,0.21760548
653,0.13136289,0.14792604,0.16527451
654,0.1162276,0.13136289,0.14792604
655,0.10087813,0.1162276,0.13136289
656,0.092453773,0.10087813,0.1162276
657,0.084814735,0.092453773,0.10087813
658,0.079388877,0.084814735,0.092453773
659,0.074034411,0.079388877,0.084814735
660,0.071892625,0.074034411,0.079388877
661,0.06903691,0.071892625,0.074034411
662,0.064896123,0.06903691,0.071892625
663,0.060398372,0.064896123,0.06903691
664,0.056471764,0.060398372,0.064896123
665,0.053259085,0.056471764,0.060398372
666,0.051117298,0.053259085,0.056471764
667,0.048261583,0.051117298,0.053259085
668,0.04669094,0.048261583,0.051117298
669,0.045477261,0.04669094,0.048261583
670,0.039694438,0.045477261,0.04669094
671,0.036695938,0.039694438,0.045477261
672,0.034125794,0.036695938,0.039694438
673,0.032055401,0.034125794,0.036695938
674,0.032840722,0.032055401,0.034125794
675,0.033197687,0.032840722,0.032055401
676,0.041622046,0.033197687,0.032840722
677,0.054972514,0.041622046,0.033197687
678,0.062540158,0.054972514,0.041622046
679,0.065395873,0.062540158,0.054972514
680,0.084386378,0.065395873,0.062540158
681,0.1001642,0.084386378,0.065395873
682,0.14271436,0.1001642,0.084386378
683,0.24473478,0.14271436,0.1001642
684,0.26343971,0.24473478,0.14271436
685,0.26643821,0.26343971,0.24473478
686,0.24930392,0.26643821,0.26343971
687,0.10587563,0.24930392,0.26643821
688,0.29835082,0.10587563,0.24930392
689,0.3206254,0.29835082,0.10587563
690,0.34554151,0.3206254,0.29835082
691,0.37309916,0.34554151,0.3206254
692,0.27828943,0.37309916,0.34554151
693,0.21553509,0.27828943,0.37309916
694,0.21410723,0.21553509,0.27828943
695,0.25423003,0.21410723,0.21553509
696,0.26493896,0.25423003,0.21410723
697,0.26158349,0.26493896,0.25423003
