,5
1485,116.468
1486,113.298
1487,123.514
1488,124.644
1489,122.754
1490,120.484
1491,115.304
1492,118.084
1493,118.964
1494,119.224
1495,118.214
1496,114.554
1497,110.894
1498,110.264
1499,109.254
1500,106.604
1501,106.224
1502,104.204
